date,quote,image_url
2026-04-26,如果有什麼值得做的事，就全心全意去做。,https://dls06783.github.io/upshan-posters/001_B1_east_career_terracotta.png
2026-04-27,三樣東西不能隱藏太久：太陽、月亮和真相。,https://dls06783.github.io/upshan-posters/002_C4_dhyana_hand_gold.png
2026-04-28,凡事自己解決，不要依賴別人。,https://dls06783.github.io/upshan-posters/003_E1_monument_below_crimson.png
2026-04-29,你自己，就像整個宇宙中任何一人一樣，值得被愛。,https://dls06783.github.io/upshan-posters/004_C3_lotus_hand_blush.png
2026-04-30,有意見的人，只會四處煩擾彼此。,https://dls06783.github.io/upshan-posters/005_C3_lotus_hand_moss.png
2026-05-01,苦的根源是執著。,https://dls06783.github.io/upshan-posters/006_A6_white_jade_teal.png
2026-05-02,除了你自己，不要在任何人身上尋求皈依。,https://dls06783.github.io/upshan-posters/007_D1_erawan_night_navy.png
2026-05-03,若懂施予之力，一頓飯也不忍獨享。,https://dls06783.github.io/upshan-posters/008_D3_garland_offering_violet.png
2026-05-04,沒有什麼比你自己的心念失守更能傷害你了。,https://dls06783.github.io/upshan-posters/009_C4_dhyana_hand_sienna.png
2026-05-05,當過純粹無私的生活：縱在富足之中，亦無一物視作自己的。,https://dls06783.github.io/upshan-posters/010_A5_bronze_patina_jade.png
2026-05-06,如果你在修行路上無人同行，那就一個人走吧。,https://dls06783.github.io/upshan-posters/011_B1_east_career_gold.png
2026-05-07,願一切眾生，心得安樂。,https://dls06783.github.io/upshan-posters/012_C3_lotus_hand_crimson.png
2026-05-08,我們的一切，皆是所思所想之所成。,https://dls06783.github.io/upshan-posters/013_A1_frontal_blush.png
2026-05-09,野心就像愛情，不耐拖延，不容對手。,https://dls06783.github.io/upshan-posters/014_A6_white_jade_moss.png
2026-05-10,你的自我，應如寬衣般披著——隨時可脫。,https://dls06783.github.io/upshan-posters/015_E1_monument_below_teal.png
2026-05-11,一滴一滴，也能注滿一個罐子。,https://dls06783.github.io/upshan-posters/016_E2_wall_grid_navy.png
2026-05-12,每個人的健康或疾病，都是他自己所書。,https://dls06783.github.io/upshan-posters/017_B4_north_health_violet.png
2026-05-13,給，哪怕只有一點點。,https://dls06783.github.io/upshan-posters/018_A5_bronze_patina_sienna.png
2026-05-14,享於冥想和獨處；安住下來，快樂起來。你是一個求道者。,https://dls06783.github.io/upshan-posters/019_A3_arms_detail_jade.png
2026-05-15,耐力是最難的功課之一，但最終的勝利屬於堅持下來的人。,https://dls06783.github.io/upshan-posters/020_E1_monument_below_terracotta.png
2026-05-16,你現在的樣子，就是你曾經所思；你將成為的樣子，就是你今日所為。,https://dls06783.github.io/upshan-posters/021_E1_monument_below_crimson.png
2026-05-17,一瞬間改變一天，一天改變一生，一世改變世界。,https://dls06783.github.io/upshan-posters/022_E2_wall_grid_blush.png
2026-05-18,真愛源於理解。,https://dls06783.github.io/upshan-posters/023_D3_garland_offering_moss.png
2026-05-19,今日之身，昨日所思；今日所思，明日所成。,https://dls06783.github.io/upshan-posters/024_D4_lotus_pond_teal.png
2026-05-20,沒有慾望的人沒有恐懼。,https://dls06783.github.io/upshan-posters/025_A1_frontal_navy.png
2026-05-21,一根蠟燭可以點燃千根蠟燭，燭光不減；幸福也不會因分享而減少。,https://dls06783.github.io/upshan-posters/026_A5_bronze_patina_violet.png
2026-05-22,活得明白的人，連死亡也不畏懼。,https://dls06783.github.io/upshan-posters/027_D1_erawan_night_sienna.png
2026-05-23,除了我們自己，沒有人能拯救我們。這條路，終須自己走。,https://dls06783.github.io/upshan-posters/028_A3_arms_detail_jade.png
2026-05-24,蠟燭無火不能燃燒，人也不能沒有精神生活。,https://dls06783.github.io/upshan-posters/029_A5_bronze_patina_terracotta.png
2026-05-25,執著於己見的人，走到哪裡都與人為敵。,https://dls06783.github.io/upshan-posters/030_E1_monument_below_gold.png
2026-05-26,智者之所以為智者，不在多言；而在心安、有愛、無懼。,https://dls06783.github.io/upshan-posters/031_D3_garland_offering_blush.png
2026-05-27,不要沉溺於過去，不要夢想未來，專注於當下。,https://dls06783.github.io/upshan-posters/032_A1_frontal_moss.png
2026-05-28,對眾生無慈悲，便是自絕於人間。,https://dls06783.github.io/upshan-posters/033_B2_south_love_teal.png
2026-05-29,愛，是以靈魂深處相贈，讓彼此都得以完整。,https://dls06783.github.io/upshan-posters/034_A6_white_jade_navy.png
2026-05-30,大海只有一味，鹹味；法與律也只有一味，解脫的味道。,https://dls06783.github.io/upshan-posters/035_A3_arms_detail_violet.png
2026-05-31,在這個世界上，仇恨無法止息仇恨，唯有慈悲才能。這是永恆的法則。,https://dls06783.github.io/upshan-posters/036_C3_lotus_hand_sienna.png
2026-06-01,我們即是我們所想。一切由思想生，世界由思想造。,https://dls06783.github.io/upshan-posters/037_A1_frontal_jade.png
2026-06-02,別人有難時我們不伸手，他日我們有難，又有誰伸手？,https://dls06783.github.io/upshan-posters/038_A6_white_jade_terracotta.png
2026-06-03,如荷葉上的水珠，如蓮花上的露滴——聖者於所見、所聞、所感，皆不執著。,https://dls06783.github.io/upshan-posters/039_A3_arms_detail_gold.png
2026-06-04,今天該做的事，就盡心去做。誰知道呢，明天死亡便來。,https://dls06783.github.io/upshan-posters/040_B1_east_career_crimson.png
2026-06-05,善言的根本，在於理解。,https://dls06783.github.io/upshan-posters/041_A5_bronze_patina_moss.png
2026-06-06,依真理而行的人，今世、來世都是幸福的。,https://dls06783.github.io/upshan-posters/042_C4_dhyana_hand_teal.png
2026-06-07,堅如磐石，不為風雨搖動，智者亦不為褒貶所動。,https://dls06783.github.io/upshan-posters/043_A1_frontal_navy.png
2026-06-08,思想塑造生活，我們會成為自己所想的樣子。心念純淨，快樂便如影隨形。,https://dls06783.github.io/upshan-posters/044_A2_threequarter_violet.png
2026-06-09,一切和合之物皆無常，當勤精進。,https://dls06783.github.io/upshan-posters/045_E1_monument_below_sienna.png
2026-06-10,善良應是生活的常態，而不是例外。,https://dls06783.github.io/upshan-posters/046_E2_wall_grid_jade.png
2026-06-11,不是靠儀式，不是靠苦學，不是靠獨身，甚至不是靠禪定——未破我執，便未得涅槃之樂。,https://dls06783.github.io/upshan-posters/047_D1_erawan_night_terracotta.png
2026-06-12,灌水者導水，制箭者直箭，木匠折木，智者自強。,https://dls06783.github.io/upshan-posters/048_A6_white_jade_gold.png
2026-06-13,向整個世界散發無限的愛。,https://dls06783.github.io/upshan-posters/049_B2_south_love_crimson.png
2026-06-14,付諸行動的想法，比只停留在腦中的想法更重要。,https://dls06783.github.io/upshan-posters/050_E1_monument_below_blush.png
2026-06-15,不真誠又邪惡的朋友比野獸更可怕：野獸傷你的身，惡友傷你的心。,https://dls06783.github.io/upshan-posters/051_D3_garland_offering_teal.png
2026-06-16,不要只追求快樂而忽視禪修；若忘記人生目標、沉溺世俗之樂，終會羨慕那些把禪修放在首位的人。,https://dls06783.github.io/upshan-posters/052_A1_frontal_navy.png
2026-06-17,沒有什麼能獨立存在；一切皆互相牽連。,https://dls06783.github.io/upshan-posters/053_A5_bronze_patina_violet.png
2026-06-18,你的工作，是先找到你的使命，然後全心全意投入其中。,https://dls06783.github.io/upshan-posters/054_A6_white_jade_sienna.png
2026-06-19,若遇能指你錯處的智者，當隨之而行，如遇藏寶之嚮導。,https://dls06783.github.io/upshan-posters/055_A1_frontal_jade.png
2026-06-20,水罐由一滴一滴注滿；智者也一點一點積累善行，終至圓滿。,https://dls06783.github.io/upshan-posters/056_D4_lotus_pond_terracotta.png
2026-06-21,分離中蘊藏著世間最大的苦難；慈悲中蘊藏著世間真正的力量。,https://dls06783.github.io/upshan-posters/057_B2_south_love_gold.png
2026-06-22,知生命恆在流動，無損無缺，無須修補。,https://dls06783.github.io/upshan-posters/058_A4_stone_ancient_crimson.png
2026-06-23,與其活一百年而看不見事物興衰，不如活一天能看見事物興衰。,https://dls06783.github.io/upshan-posters/059_A3_arms_detail_blush.png
2026-06-24,如母親以生命護自己的獨生子，也當以無量之愛護一切眾生。,https://dls06783.github.io/upshan-posters/060_C3_lotus_hand_moss.png
2026-06-25,道不在天，道在心。,https://dls06783.github.io/upshan-posters/061_C3_lotus_hand_navy.png
2026-06-26,如果你不改變方向，你終將走到你本不想去的地方。,https://dls06783.github.io/upshan-posters/062_A1_frontal_violet.png
2026-06-27,學識淵博、技能嫻熟、訓練有素、言談得體——這就是福氣。,https://dls06783.github.io/upshan-posters/063_E1_monument_below_sienna.png
2026-06-28,健康是最大的禮物，知足是最大的財富，忠誠是最好的關係。,https://dls06783.github.io/upshan-posters/064_D3_garland_offering_jade.png
2026-06-29,向所有人傳授這三重真理：慷慨的心、善良的言辭、服務與慈悲的生活——這些能讓人類煥然一新。,https://dls06783.github.io/upshan-posters/065_C3_lotus_hand_terracotta.png
2026-06-30,深觀當下，禪修者便安住於安定與自由之中。,https://dls06783.github.io/upshan-posters/066_D2_incense_smoke_gold.png
2026-07-01,心中沒有怨恨的人，必會得到平靜。,https://dls06783.github.io/upshan-posters/067_D4_lotus_pond_crimson.png
2026-07-02,靜心帶來智慧，缺乏靜心則生無知；明辨何者助你前進、何者阻你，再選通往智慧之路。,https://dls06783.github.io/upshan-posters/068_B1_east_career_blush.png
2026-07-03,獨坐、獨睡、獨行，奮力獨克己者，必樂於獨處。,https://dls06783.github.io/upshan-posters/069_C4_dhyana_hand_moss.png
2026-07-04,旅行好過到達。,https://dls06783.github.io/upshan-posters/070_E2_wall_grid_teal.png
2026-07-05,我不與世界爭執，而是世界與我爭執。,https://dls06783.github.io/upshan-posters/071_A5_bronze_patina_violet.png
2026-07-06,堅如磐石不為風動搖，智者不為褒貶所動。,https://dls06783.github.io/upshan-posters/072_A6_white_jade_sienna.png
2026-07-07,我教非定法，乃一方向；既無定規，亦無體系。,https://dls06783.github.io/upshan-posters/073_C3_lotus_hand_jade.png
2026-07-08,舌頭像一把鋒利的刀，殺人不見血。,https://dls06783.github.io/upshan-posters/074_C4_dhyana_hand_terracotta.png
2026-07-09,我就是奇蹟。,https://dls06783.github.io/upshan-posters/075_E1_monument_below_gold.png
2026-07-10,我們說的每句話都應謹慎選擇，因為人們會聽到並受其影響，無論好壞。,https://dls06783.github.io/upshan-posters/076_E2_wall_grid_crimson.png
2026-07-11,只要心中存有怨恨的念頭，憤怒就不會消失；一旦放下怨恨，憤怒便會消散。,https://dls06783.github.io/upshan-posters/077_C4_dhyana_hand_blush.png
2026-07-12,你得到的東西不要高估，也不要嫉妒別人。心懷嫉妒者不會得到平靜。,https://dls06783.github.io/upshan-posters/078_D2_incense_smoke_moss.png
2026-07-13,沒有通往幸福的道路。幸福就是道路。,https://dls06783.github.io/upshan-posters/079_C1_beads_hand_teal.png
2026-07-14,生活如此艱難，我們豈能不慈悲？,https://dls06783.github.io/upshan-posters/080_C3_lotus_hand_navy.png
2026-07-15,充分地對待每一個行為，就好像它是你最後的一次。,https://dls06783.github.io/upshan-posters/081_E1_monument_below_sienna.png
2026-07-16,懶惰是一條死路，勤奮是一條活路。愚蠢的人懶惰，聰明的人勤奮。,https://dls06783.github.io/upshan-posters/082_A1_frontal_jade.png
2026-07-17,打坐，莫再耽擱，免得日後後悔。,https://dls06783.github.io/upshan-posters/083_D4_lotus_pond_terracotta.png
2026-07-18,做自己的燈，做自己的歸處，不要尋求其他。一切都必將過去，努力奮鬥，不要放棄。,https://dls06783.github.io/upshan-posters/084_C1_beads_hand_gold.png
2026-07-19,心不為變幻莫測的命運所擾，擺脫悲傷、煩惱與恐懼——這是最大的加持。,https://dls06783.github.io/upshan-posters/085_A1_frontal_crimson.png
2026-07-20,一切都要中道，包括中道。,https://dls06783.github.io/upshan-posters/086_C4_dhyana_hand_blush.png
2026-07-21,一切以心為基礎，由心引導，由心塑造。若你言行帶著污濁的心，痛苦便會跟隨你，就像牛車車輪跟著牛的腳步一樣。,https://dls06783.github.io/upshan-posters/087_E1_monument_below_moss.png
2026-07-22,人人懼怕暴力，人人懼怕死亡。以己所不欲勿施於人，不應殺人，也不應教人殺人。,https://dls06783.github.io/upshan-posters/088_D4_lotus_pond_teal.png
2026-07-23,沒有什麼比懷疑的習慣更可怕。懷疑將人們分開，是瓦解友誼、破壞關係的毒藥；是刺傷人的刺，是殺人的劍。,https://dls06783.github.io/upshan-posters/089_B2_south_love_navy.png
2026-07-24,在我們動怒的一刻，我們已不再為真理而奮鬥，而是開始為自己而奮鬥。,https://dls06783.github.io/upshan-posters/090_C4_dhyana_hand_violet.png
2026-07-25,火莫熾於貪愛，獸莫猛於瞋恨，網莫密於愚痴，流莫急於貪婪。,https://dls06783.github.io/upshan-posters/091_D3_garland_offering_jade.png
2026-07-26,別人的過錯容易看見，自己的過錯卻難見。人之過錯就像風中的糠秕，但隱藏自己的過錯，卻像狡猾的賭徒藏起骰子一樣。,https://dls06783.github.io/upshan-posters/092_B1_east_career_terracotta.png
2026-07-27,沒有什麼是永恆的，除了變化。,https://dls06783.github.io/upshan-posters/093_E1_monument_below_gold.png
2026-07-28,觀河流可知：小渠喧嘩，大河靜默；未滿者喧，盈滿者靜。,https://dls06783.github.io/upshan-posters/094_D2_incense_smoke_crimson.png
2026-07-29,如果一個人以純淨的心說話或行動，幸福便如影隨形，永不離開。,https://dls06783.github.io/upshan-posters/095_E1_monument_below_blush.png
2026-07-30,戰勝自己的人，遠比戰勝千人的英雄更偉大。,https://dls06783.github.io/upshan-posters/096_A6_white_jade_moss.png
2026-07-31,如果我們能看清一朵花的奇蹟，我們的整個人生都會改變。,https://dls06783.github.io/upshan-posters/097_A1_frontal_teal.png
2026-08-01,最好的禮物，是將心中所悟，慷慨分享。,https://dls06783.github.io/upshan-posters/098_A5_bronze_patina_navy.png
2026-08-02,願胸懷眾生，容天地萬有。,https://dls06783.github.io/upshan-posters/099_D3_garland_offering_violet.png
2026-08-03,墮入惡道者，非仇敵所害，乃自心所引。,https://dls06783.github.io/upshan-posters/100_B1_east_career_sienna.png
2026-08-04,守言行、節飲食、養心求覺、依法自律——此乃覺者之簡教。,https://dls06783.github.io/upshan-posters/101_C3_lotus_hand_terracotta.png
2026-08-05,人生四季，寒暑交替，靜心體味生活的悲與喜，笑看起起落落。,https://dls06783.github.io/upshan-posters/102_D2_incense_smoke_gold.png
2026-08-06,希望人際關係好，就要把心量放大，多接納人，多包容人。,https://dls06783.github.io/upshan-posters/103_D3_garland_offering_crimson.png
2026-08-07,佛說：人生有八苦：生，老，病，死，愛別離，怨長久，求不得，放不下。,https://dls06783.github.io/upshan-posters/104_D4_lotus_pond_blush.png
2026-08-08,只要自己的心態改變，環境也會跟着改變，世界上沒有絕對的好與壞。,https://dls06783.github.io/upshan-posters/105_E1_monument_below_moss.png
2026-08-09,"佛陀說：""人的生命，只在呼吸之間。""生命是如此的短暫，所以應該好好珍惜，思考人生的真正意義是什麼。",https://dls06783.github.io/upshan-posters/106_A4_stone_ancient_teal.png
2026-08-10,一憂一喜皆心火，一榮一枯皆眼塵，靜心看透炎涼事，千古不做夢裡人。,https://dls06783.github.io/upshan-posters/107_A1_frontal_navy.png
2026-08-11,身是菩提樹，心爲明鏡臺。時時勤拂拭，勿使惹塵埃！,https://dls06783.github.io/upshan-posters/108_D4_lotus_pond_violet.png
2026-08-12,佛菩薩只保佑那些肯幫助自己的人。,https://dls06783.github.io/upshan-posters/109_A1_frontal_sienna.png
2026-08-13,廣結衆緣，就是不要去傷害任何一個人。,https://dls06783.github.io/upshan-posters/110_A6_white_jade_jade.png
2026-08-14,未成佛果，先結善緣。,https://dls06783.github.io/upshan-posters/111_E1_monument_below_gold.png
2026-08-15,相信自己，一路風景一路歌，人生之美，正在於此。,https://dls06783.github.io/upshan-posters/112_A1_frontal_crimson.png
2026-08-16,心善，事事皆善；心美，事事皆美。,https://dls06783.github.io/upshan-posters/113_A5_bronze_patina_blush.png
2026-08-17,人之所以痛苦，在於追求錯誤的東西。如果你不給自己煩惱，別人不會給你煩惱，皆因自己的內心放不下那些無窮的欲望。,https://dls06783.github.io/upshan-posters/114_A5_bronze_patina_moss.png
2026-08-18,擁有一顆無私的愛心，便擁有了一切。,https://dls06783.github.io/upshan-posters/115_D3_garland_offering_teal.png
2026-08-19,佛說：淨心守志，可會至道，譬如磨鏡，垢去明存，斷欲無求，當得宿命。,https://dls06783.github.io/upshan-posters/116_B1_east_career_navy.png
2026-08-20,來是偶然的，走是必然的。所以你必須，隨緣不變，不變隨緣。,https://dls06783.github.io/upshan-posters/117_A1_frontal_violet.png
2026-08-21,法本法無法，無法法亦法。今付無法時，法法何曾法。令一切衆生生歡喜者，則令一切如來歡喜。,https://dls06783.github.io/upshan-posters/118_C4_dhyana_hand_sienna.png
2026-08-22,心是最大的騙子，別人能騙你時，而它卻會騙你一輩子。,https://dls06783.github.io/upshan-posters/119_A5_bronze_patina_jade.png
2026-08-23,佛說：一花一世界，一草一天堂，一葉一如來，一砂一極樂，一方一淨土，一笑一塵緣，一念一清淨。,https://dls06783.github.io/upshan-posters/120_A2_threequarter_terracotta.png
2026-08-24,修行是修正自己錯誤的觀念。,https://dls06783.github.io/upshan-posters/121_C4_dhyana_hand_crimson.png
2026-08-25,修行要有耐性，要能甘於淡泊，樂於寂寞。,https://dls06783.github.io/upshan-posters/122_D2_incense_smoke_blush.png
2026-08-26,醫生難醫命終之人，佛陀難渡無緣的衆生。,https://dls06783.github.io/upshan-posters/123_D1_erawan_night_moss.png
2026-08-27,與其說是別人讓你痛苦，不如說自己的修養不夠。,https://dls06783.github.io/upshan-posters/124_D4_lotus_pond_teal.png
2026-08-28,無明實性即佛性，幻化空身即法身。,https://dls06783.github.io/upshan-posters/125_C3_lotus_hand_navy.png
2026-08-29,不寬恕衆生，不原諒衆生，是苦了你自己。,https://dls06783.github.io/upshan-posters/126_A6_white_jade_violet.png
2026-08-30,心若簡單，生活就簡單；心若複雜，生活就充滿痛苦。,https://dls06783.github.io/upshan-posters/127_A1_frontal_sienna.png
2026-08-31,清珠投於濁水，濁水不得不清。佛號放入亂心，亂心不得不佛。,https://dls06783.github.io/upshan-posters/128_A2_threequarter_jade.png
2026-09-01,不要因爲小小的爭執，遠離了你至親的好友，也不要因爲小小的怨恨，忘記了別人的大恩。,https://dls06783.github.io/upshan-posters/129_E1_monument_below_terracotta.png
2026-09-02,勇於接受別人的批評，正好可以調整自己的缺點。,https://dls06783.github.io/upshan-posters/130_E2_wall_grid_gold.png
2026-09-03,感謝上蒼我所擁有的，感謝上蒼我所沒有的。,https://dls06783.github.io/upshan-posters/131_C2_wheel_hand_blush.png
2026-09-04,凡是能站在別人的角度爲他人着想，這個就是慈悲。,https://dls06783.github.io/upshan-posters/132_C3_lotus_hand_moss.png
2026-09-05,學佛不是對死亡的一種寄託，而是當下就活得自在和超越。,https://dls06783.github.io/upshan-posters/133_B4_north_health_teal.png
2026-09-06,佛陀從不勉強別人去做他不喜歡的事情，佛陀只是告訴衆生，何者是善？何者是惡？善惡還是要自己去選擇，生命還是要自己去掌握。,https://dls06783.github.io/upshan-posters/134_C1_beads_hand_navy.png
2026-09-07,所謂的放下，就是去除你的分別心、是非心、得失心、執著心。,https://dls06783.github.io/upshan-posters/135_E1_monument_below_violet.png
2026-09-08,一個常常看別人缺點的人，自己本身就不夠好，因爲他沒有時間檢討他自己。,https://dls06783.github.io/upshan-posters/136_D4_lotus_pond_sienna.png
2026-09-09,了解永恆真理的人，就不會爲任何的生離死別而哀傷悲泣，因爲生離死別是必然的。,https://dls06783.github.io/upshan-posters/137_C3_lotus_hand_jade.png
2026-09-10,若能一切隨他去，便是世間自在人。,https://dls06783.github.io/upshan-posters/138_A6_white_jade_terracotta.png
2026-09-11,是非天天有，不聽自然無，是非天天有，不聽還是有，是非天天有，看你怎麼辦？,https://dls06783.github.io/upshan-posters/139_A1_frontal_gold.png
2026-09-12,真正的布施，就是把你的煩惱、憂慮、分別和執著心通通放下。,https://dls06783.github.io/upshan-posters/140_D3_garland_offering_crimson.png
2026-09-13,如果你真的愛他，那麼你必須容忍他部分的缺點。,https://dls06783.github.io/upshan-posters/141_B2_south_love_moss.png
2026-09-14,希望你常對自己說，聞到了佛法，我是最幸福的人，除了這幸福外，再沒有別的了。,https://dls06783.github.io/upshan-posters/142_C4_dhyana_hand_teal.png
2026-09-15,因果不曾虧欠過我們什麼，所以請不要抱怨。,https://dls06783.github.io/upshan-posters/143_A5_bronze_patina_navy.png
2026-09-16,要克服對死亡的恐懼，你必須要接受世上所有的人，都會死去的觀念。,https://dls06783.github.io/upshan-posters/144_D4_lotus_pond_violet.png
2026-09-17,所有的病患，醫生最難治，所有的衆生，自以爲是的人最難渡。,https://dls06783.github.io/upshan-posters/145_B4_north_health_sienna.png
2026-09-18,一匹驢，喫再好的草，也不會成爲一匹俊馬。用執著和分別心去修行，再大的精進，也不會成佛。,https://dls06783.github.io/upshan-posters/146_B1_east_career_jade.png
2026-09-19,修心當以淨心爲要，修道當以無我爲基。過去事，過去心，不可記得；現在事，現在心，隨緣即可；未來事，未來心，何必勞心。,https://dls06783.github.io/upshan-posters/147_A3_arms_detail_terracotta.png
2026-09-20,幸福，不是收穫的多，而是抱怨的少。於人不苛求，遇事不抱怨。只有善於駕馭自己情緒和心態的人，才能獲得平靜，感受到幸福的味道。,https://dls06783.github.io/upshan-posters/148_B1_east_career_gold.png
2026-09-21,人與人之間的很多矛盾都是從傲慢中來的；都覺得自己比別人更高明，比別人更有見識，比別人更正確，於是相互輕視，矛盾也就逐漸生起了。,https://dls06783.github.io/upshan-posters/149_C3_lotus_hand_crimson.png
2026-09-22,生活磨礪了人生，這一路走來，學會了接受。,https://dls06783.github.io/upshan-posters/150_E1_monument_below_blush.png
2026-09-23,佛說：忘記並不等於從未存在，一切自在來源於選擇，而不是刻意。不如放手，放下的越多，越覺得擁有的更多。,https://dls06783.github.io/upshan-posters/151_C2_wheel_hand_teal.png
2026-09-24,活着的氣度則是要剛柔並濟，胸中有天地。要堅韌不拔，頑強不屈。要傲骨俠腸，正直勇敢。,https://dls06783.github.io/upshan-posters/152_A2_threequarter_navy.png
2026-09-25,別人永遠對，我永遠錯，這樣子比較沒煩惱。,https://dls06783.github.io/upshan-posters/153_E1_monument_below_violet.png
2026-09-26,你不必和因果爭吵，因果從來就不會誤人。你也不必和命運爭吵，命運它是最公平的審判官。,https://dls06783.github.io/upshan-posters/154_E2_wall_grid_sienna.png
2026-09-27,你有你的生命觀，我有我的生命觀，我不幹涉你。只要我能，我就感化你。如果不能，那我就認命。,https://dls06783.github.io/upshan-posters/155_D1_erawan_night_jade.png
2026-09-28,學會把自己的心態放低放平，多看自己的缺點，多看別人的優點，讓傲慢的心變得謙虛恭敬，這樣您所處的環境自然就融洽了。,https://dls06783.github.io/upshan-posters/156_A6_white_jade_terracotta.png
2026-09-29,如果抱怨成習慣，心靈就像上了枷鎖，沒有一刻解脫。唯有放下抱怨，才能體會到生命的自在與幸福。,https://dls06783.github.io/upshan-posters/157_B4_north_health_gold.png
2026-09-30,生而爲人，活着，活出風度，風採，風格。這些皆爲外表，而氣度則是內涵，是質地，是根本。,https://dls06783.github.io/upshan-posters/158_A2_threequarter_crimson.png
2026-10-01,人，只要擁有微笑，就能夠豁達樂觀地活着；人，只要時刻保持微笑，就能夠在漫漫人生道路上擁有一張永久的通行證。,https://dls06783.github.io/upshan-posters/159_C1_beads_hand_blush.png
2026-10-02,夢想是一個幸福的念想，想着想着就快樂了，它執着地立在那裡，是生活的一個界標，代表着活力與向上。,https://dls06783.github.io/upshan-posters/160_A2_threequarter_moss.png
2026-10-03,不要常常覺得自己很不幸，世界上比我們痛苦的人還要多。,https://dls06783.github.io/upshan-posters/161_C3_lotus_hand_navy.png
2026-10-04,愚癡的人，一直想要別人了解他。有智慧的人，卻努力的了解自己。,https://dls06783.github.io/upshan-posters/162_A1_frontal_violet.png
2026-10-05,活着的氣度是昂首挺胸，獨立寒冬，面對漫天大雪，而巍然不動的英雄豪情，是酷暑三伏，雷雨交加，坐於書房，面不改色，揮筆題書的那份悠然寧靜。,https://dls06783.github.io/upshan-posters/163_D4_lotus_pond_sienna.png
2026-10-06,如果你自己明明對，別人硬說你不對，你也要向人懺悔，修行就是修這些。你什麼事都能忍下來，才會進步。就是明明是你對，你也要向他人求懺悔，那就是修行了。,https://dls06783.github.io/upshan-posters/164_B1_east_career_jade.png
2026-10-07,隨緣不是得過且過，因循苟且，而是盡人事聽天命。,https://dls06783.github.io/upshan-posters/165_E1_monument_below_terracotta.png
2026-10-08,默默的關懷與祝福別人，那是一種無形的布施。,https://dls06783.github.io/upshan-posters/166_A5_bronze_patina_gold.png
2026-10-09,不要因爲衆生的愚疑，而帶來了自己的煩惱。不要因爲衆生的無知，而痛苦了你自己。,https://dls06783.github.io/upshan-posters/167_A3_arms_detail_crimson.png
2026-10-10,別人講我們不好，不用生氣、難過。說我們好也不用高興，這不好中有好，好中有壞，就看你會不會用？,https://dls06783.github.io/upshan-posters/168_A6_white_jade_blush.png
2026-10-11,是非和得失，要到最後的結果，才能評定。,https://dls06783.github.io/upshan-posters/169_A1_frontal_moss.png
2026-10-12,你不必和因果爭吵，因果從來就不會誤人。你也不必和爭吵，它是最公平的審判官。,https://dls06783.github.io/upshan-posters/170_A2_threequarter_teal.png
2026-10-13,當你手中抓住一件東西不放時，你只能擁有這件東西，如果你肯放手，你就有機會選擇別的。人的心若死執自己的觀念，不肯放下，那麼他的智慧也只能達到某種程度而已。,https://dls06783.github.io/upshan-posters/171_D4_lotus_pond_violet.png
2026-10-14,你硬把單純的事情看的很嚴重，那樣子你會很痛苦。,https://dls06783.github.io/upshan-posters/172_E2_wall_grid_sienna.png
2026-10-15,你希望掌握永恆，那你必須控制現在。,https://dls06783.github.io/upshan-posters/173_A5_bronze_patina_jade.png
2026-10-16,愚癡的人，一直想要別人了解他。有智慧的人，卻的了解自己。,https://dls06783.github.io/upshan-posters/174_C4_dhyana_hand_terracotta.png
2026-10-17,學佛是對自己的良心交待，不是做給別人看的。,https://dls06783.github.io/upshan-posters/175_E1_monument_below_gold.png
2026-10-18,在順境中修行，永遠不能成佛。,https://dls06783.github.io/upshan-posters/176_A2_threequarter_crimson.png
2026-10-19,白白的過一天，無所事事，就像犯了竊盜罪一樣。,https://dls06783.github.io/upshan-posters/177_E1_monument_below_blush.png
2026-10-20,月影松濤含道趣，花香鳥語透禪機。,https://dls06783.github.io/upshan-posters/178_C4_dhyana_hand_moss.png
